Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Device Type
MindSpore+GE,1783301391841760.06,7790.6855,16482.304,7790.6855,NPU:0
MindSpore,1783301391841841.35,7812.19,16482.304,7812.19,NPU:0
MindSpore+GE,1783301391841841.35,7812.19,16482.304,7812.19,NPU:0
MindSpore,1783301391841967.43,7833.6945,16482.304,7833.6945,NPU:0
MindSpore+GE,1783301391841967.43,7833.6945,16482.304,7833.6945,NPU:0
MindSpore,1783301391845899.21,7833.695,16482.304,7833.695,NPU:0
MindSpore+GE,1783301391845899.21,7833.695,16482.304,7833.695,NPU:0
MindSpore,1783301391846006.89,7855.1995,16482.304,7855.1995,NPU:0
MindSpore+GE,1783301391846006.89,7855.1995,16482.304,7855.1995,NPU:0
MindSpore,1783301391846154.64,7833.695,16482.304,7833.695,NPU:0
MindSpore+GE,1783301391846154.64,7833.695,16482.304,7833.695,NPU:0
MindSpore,1783301391846157.65,7812.1905,16482.304,7812.1905,NPU:0
MindSpore+GE,1783301391846157.65,7812.1905,16482.304,7812.1905,NPU:0
MindSpore,1783301391846159.01,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301391846159.01,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301391846161.19,7790.6855,16482.304,7790.6855,NPU:0
MindSpore+GE,1783301391846161.19,7790.6855,16482.304,7790.6855,NPU:0
MindSpore,1783301391846194.23,7769.181,16482.304,7769.181,NPU:0
MindSpore+GE,1783301391846194.23,7769.181,16482.304,7769.181,NPU:0
MindSpore,1783301391846203.84,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391846203.84,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391846266.37,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301391846266.37,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301391846281.39,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391846281.39,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391846287.7,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301391846287.7,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301391846455.09,7812.1905,16482.304,7812.1905,NPU:0
MindSpore+GE,1783301391846455.09,7812.1905,16482.304,7812.1905,NPU:0
MindSpore,1783301391846612.78,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301391846612.78,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301391846621.36,7812.1905,16482.304,7812.1905,NPU:0
MindSpore+GE,1783301391846621.36,7812.1905,16482.304,7812.1905,NPU:0
MindSpore,1783301391846842.23,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301391846842.23,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301391846850.98,7812.1905,16482.304,7812.1905,NPU:0
MindSpore+GE,1783301391846850.98,7812.1905,16482.304,7812.1905,NPU:0
MindSpore,1783301391846997.68,7790.686,16482.304,7790.686,NPU:0
MindSpore+GE,1783301391846997.68,7790.686,16482.304,7790.686,NPU:0
MindSpore,1783301391847005.93,7812.1905,16482.304,7812.1905,NPU:0
MindSpore+GE,1783301391847005.93,7812.1905,16482.304,7812.1905,NPU:0
MindSpore,1783301391847190.68,7812.19,16482.304,7812.19,NPU:0
MindSpore+GE,1783301391847190.68,7812.19,16482.304,7812.19,NPU:0
MindSpore,1783301391847193.4,7790.6855,16482.304,7790.6855,NPU:0
MindSpore+GE,1783301391847193.4,7790.6855,16482.304,7790.6855,NPU:0
MindSpore,1783301391847200.62,7812.19,16482.304,7812.19,NPU:0
MindSpore+GE,1783301391847200.62,7812.19,16482.304,7812.19,NPU:0
MindSpore,1783301391847491.56,7790.6855,16482.304,7790.6855,NPU:0
MindSpore+GE,1783301391847491.56,7790.6855,16482.304,7790.6855,NPU:0
MindSpore,1783301391847500.47,7769.181,16482.304,7769.181,NPU:0
MindSpore+GE,1783301391847500.47,7769.181,16482.304,7769.181,NPU:0
MindSpore,1783301391847727.53,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391847727.53,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391847785.11,7758.429,16482.304,7758.429,NPU:0
MindSpore+GE,1783301391847785.11,7758.429,16482.304,7758.429,NPU:0
MindSpore,1783301391847977.31,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391847977.31,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391848282.2,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301391848282.2,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301391848297.52,7769.1825,16482.304,7769.1825,NPU:0
MindSpore+GE,1783301391848297.52,7769.1825,16482.304,7769.1825,NPU:0
MindSpore,1783301391848329.84,7779.935,16482.304,7779.935,NPU:0
MindSpore+GE,1783301391848329.84,7779.935,16482.304,7779.935,NPU:0
MindSpore,1783301391848376.41,7779.9345,16482.304,7779.9345,NPU:0
MindSpore+GE,1783301391848376.41,7779.9345,16482.304,7779.9345,NPU:0
MindSpore,1783301391848696.75,7779.934,16482.304,7779.934,NPU:0
MindSpore+GE,1783301391848696.75,7779.934,16482.304,7779.934,NPU:0
MindSpore,1783301391848709.25,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301391848709.25,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301391848951.68,7779.934,16482.304,7779.934,NPU:0
MindSpore+GE,1783301391848951.68,7779.934,16482.304,7779.934,NPU:0
MindSpore,1783301391848956.46,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391848956.46,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391849150.59,7758.429,16482.304,7758.429,NPU:0
MindSpore+GE,1783301391849150.59,7758.429,16482.304,7758.429,NPU:0
MindSpore,1783301391849162.61,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391849162.61,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391849290.29,7779.934,16482.304,7779.934,NPU:0
MindSpore+GE,1783301391849290.29,7779.934,16482.304,7779.934,NPU:0
MindSpore,1783301391849507.31,7790.6865,16482.304,7790.6865,NPU:0
MindSpore+GE,1783301391849507.31,7790.6865,16482.304,7790.6865,NPU:0
MindSpore,1783301391853485.2,7790.687,16482.304,7790.687,NPU:0
MindSpore+GE,1783301391853485.2,7790.687,16482.304,7790.687,NPU:0
MindSpore,1783301391853652.67,7801.4395,16482.304,7801.4395,NPU:0
MindSpore+GE,1783301391853652.67,7801.4395,16482.304,7801.4395,NPU:0
MindSpore,1783301391853911.22,7790.687,16482.304,7790.687,NPU:0
MindSpore+GE,1783301391853911.22,7790.687,16482.304,7790.687,NPU:0
MindSpore,1783301391853938.37,7779.9345,16482.304,7779.9345,NPU:0
MindSpore+GE,1783301391853938.37,7779.9345,16482.304,7779.9345,NPU:0
MindSpore,1783301391853941.86,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301391853941.86,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301391853944.48,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391853944.48,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391853989.78,7758.429,16482.304,7758.429,NPU:0
MindSpore+GE,1783301391853989.78,7758.429,16482.304,7758.429,NPU:0
MindSpore,1783301391854000.83,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391854000.83,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391854091.54,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391854091.54,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391854112.31,7758.4295,16482.304,7758.4295,NPU:0
MindSpore+GE,1783301391854112.31,7758.4295,16482.304,7758.4295,NPU:0
MindSpore,1783301391854121.8,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301391854121.8,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301391854268.73,7779.9345,16482.304,7779.9345,NPU:0
MindSpore+GE,1783301391854268.73,7779.9345,16482.304,7779.9345,NPU:0
MindSpore,1783301391854575.86,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301391854575.86,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301391854589.83,7779.9345,16482.304,7779.9345,NPU:0
MindSpore+GE,1783301391854589.83,7779.9345,16482.304,7779.9345,NPU:0
MindSpore,1783301391854850.21,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301391854850.21,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301391854863.9,7779.9345,16482.304,7779.9345,NPU:0
MindSpore+GE,1783301391854863.9,7779.9345,16482.304,7779.9345,NPU:0
MindSpore,1783301391855118.69,7769.182,16482.304,7769.182,NPU:0
MindSpore+GE,1783301391855118.69,7769.182,16482.304,7769.182,NPU:0
MindSpore,1783301391855130.71,7779.9345,16482.304,7779.9345,NPU:0
MindSpore+GE,1783301391855130.71,7779.9345,16482.304,7779.9345,NPU:0
MindSpore,1783301391855349.45,7779.934,16482.304,7779.934,NPU:0
MindSpore+GE,1783301391855349.45,7779.934,16482.304,7779.934,NPU:0
MindSpore,1783301391855353.5,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391855353.5,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391855364.1,7779.934,16482.304,7779.934,NPU:0
MindSpore+GE,1783301391855364.1,7779.934,16482.304,7779.934,NPU:0
MindSpore,1783301391855500.5,7769.1815,16482.304,7769.1815,NPU:0
MindSpore+GE,1783301391855500.5,7769.1815,16482.304,7769.1815,NPU:0
MindSpore,1783301391855504.64,7758.429,16482.304,7758.429,NPU:0
MindSpore+GE,1783301391855504.64,7758.429,16482.304,7758.429,NPU:0
MindSpore,1783301391855691.94,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391855691.94,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391855746.27,7813.213,16482.304,7813.213,NPU:0
MindSpore+GE,1783301391855746.27,7813.213,16482.304,7813.213,NPU:0
MindSpore,1783301391855778.22,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391855778.22,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391855844.27,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391855844.27,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391855854.99,7878.7505,16482.304,7878.7505,NPU:0
MindSpore+GE,1783301391855854.99,7878.7505,16482.304,7878.7505,NPU:0
MindSpore,1783301391855881.16,7944.287,16482.304,7944.287,NPU:0
MindSpore+GE,1783301391855881.16,7944.287,16482.304,7944.287,NPU:0
MindSpore,1783301391856147.49,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391856147.49,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391856229.23,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391856229.23,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391856240.03,8009.8225,16482.304,8009.8225,NPU:0
MindSpore+GE,1783301391856240.03,8009.8225,16482.304,8009.8225,NPU:0
MindSpore,1783301391856271.04,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391856271.04,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391856274.87,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391856274.87,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391856323.88,7813.213,16482.304,7813.213,NPU:0
MindSpore+GE,1783301391856323.88,7813.213,16482.304,7813.213,NPU:0
MindSpore,1783301391856332.62,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391856332.62,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391856397.51,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391856397.51,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391856484.7,8009.8225,16482.304,8009.8225,NPU:0
MindSpore+GE,1783301391856484.7,8009.8225,16482.304,8009.8225,NPU:0
MindSpore,1783301391856642.85,8009.823,16482.304,8009.823,NPU:0
MindSpore+GE,1783301391856642.85,8009.823,16482.304,8009.823,NPU:0
MindSpore,1783301391856928.67,8075.3595,16482.304,8075.3595,NPU:0
MindSpore+GE,1783301391856928.67,8075.3595,16482.304,8075.3595,NPU:0
MindSpore,1783301391857133.64,8009.823,16482.304,8009.823,NPU:0
MindSpore+GE,1783301391857133.64,8009.823,16482.304,8009.823,NPU:0
MindSpore,1783301391857139.33,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391857139.33,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391857142.21,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391857142.21,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391857145.47,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391857145.47,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391857187.39,7813.213,16482.304,7813.213,NPU:0
MindSpore+GE,1783301391857187.39,7813.213,16482.304,7813.213,NPU:0
MindSpore,1783301391857200.42,7813.2135,16482.304,7813.2135,NPU:0
MindSpore+GE,1783301391857200.42,7813.2135,16482.304,7813.2135,NPU:0
MindSpore,1783301391857267.21,7813.214,16482.304,7813.214,NPU:0
MindSpore+GE,1783301391857267.21,7813.214,16482.304,7813.214,NPU:0
MindSpore,1783301391857287.32,7813.2135,16482.304,7813.2135,NPU:0
MindSpore+GE,1783301391857287.32,7813.2135,16482.304,7813.2135,NPU:0
MindSpore,1783301391857295.74,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391857295.74,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391857334.52,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391857334.52,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391857382.17,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391857382.17,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391857394.98,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391857394.98,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391857436.18,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391857436.18,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391857446.99,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391857446.99,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391857483.95,7878.75,16482.304,7878.75,NPU:0
MindSpore+GE,1783301391857483.95,7878.75,16482.304,7878.75,NPU:0
MindSpore,1783301391857498.03,7944.2865,16482.304,7944.2865,NPU:0
MindSpore+GE,1783301391857498.03,7944.2865,16482.304,7944.2865,NPU:0
MindSpore,1783301391857537.57,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391857537.57,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391857541.85,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391857541.85,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391857553.77,7944.286,16482.304,7944.286,NPU:0
MindSpore+GE,1783301391857553.77,7944.286,16482.304,7944.286,NPU:0
MindSpore,1783301391857596.59,7878.7495,16482.304,7878.7495,NPU:0
MindSpore+GE,1783301391857596.59,7878.7495,16482.304,7878.7495,NPU:0
MindSpore,1783301391857601.63,7813.213,16482.304,7813.213,NPU:0
MindSpore+GE,1783301391857601.63,7813.213,16482.304,7813.213,NPU:0
MindSpore,1783301391857647.24,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391857647.24,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391857688.48,7747.685,16482.304,7747.685,NPU:0
MindSpore+GE,1783301391857688.48,7747.685,16482.304,7747.685,NPU:0
MindSpore,1783301391857868.41,7747.6935,16482.304,7747.6935,NPU:0
MindSpore+GE,1783301391857868.41,7747.6935,16482.304,7747.6935,NPU:0
MindSpore,1783301391858200.7,7747.694,16482.304,7747.694,NPU:0
MindSpore+GE,1783301391858200.7,7747.694,16482.304,7747.694,NPU:0
MindSpore,1783301391858212.08,7747.6945,16482.304,7747.6945,NPU:0
MindSpore+GE,1783301391858212.08,7747.6945,16482.304,7747.6945,NPU:0
MindSpore,1783301391858256.51,7747.703,16482.304,7747.703,NPU:0
MindSpore+GE,1783301391858256.51,7747.703,16482.304,7747.703,NPU:0
MindSpore,1783301391858292.94,7747.7025,16482.304,7747.7025,NPU:0
MindSpore+GE,1783301391858292.94,7747.7025,16482.304,7747.7025,NPU:0
MindSpore,1783301391858545.01,7747.702,16482.304,7747.702,NPU:0
MindSpore+GE,1783301391858545.01,7747.702,16482.304,7747.702,NPU:0
MindSpore,1783301391858557.92,7747.7105,16482.304,7747.7105,NPU:0
MindSpore+GE,1783301391858557.92,7747.7105,16482.304,7747.7105,NPU:0
MindSpore,1783301391858780.54,7747.702,16482.304,7747.702,NPU:0
MindSpore+GE,1783301391858780.54,7747.702,16482.304,7747.702,NPU:0
MindSpore,1783301391858785.3,7747.6935,16482.304,7747.6935,NPU:0
MindSpore+GE,1783301391858785.3,7747.6935,16482.304,7747.6935,NPU:0
MindSpore,1783301391858931.6,7747.685,16482.304,7747.685,NPU:0
MindSpore+GE,1783301391858931.6,7747.685,16482.304,7747.685,NPU:0
MindSpore,1783301391858942.27,7747.6935,16482.304,7747.6935,NPU:0
MindSpore+GE,1783301391858942.27,7747.6935,16482.304,7747.6935,NPU:0
MindSpore,1783301391859025.52,7747.702,16482.304,7747.702,NPU:0
MindSpore+GE,1783301391859025.52,7747.702,16482.304,7747.702,NPU:0
MindSpore,1783301391859172.1,7747.7105,16482.304,7747.7105,NPU:0
MindSpore+GE,1783301391859172.1,7747.7105,16482.304,7747.7105,NPU:0
MindSpore,1783301391863215.9,7747.711,16482.304,7747.711,NPU:0
MindSpore+GE,1783301391863215.9,7747.711,16482.304,7747.711,NPU:0
MindSpore,1783301391863348.61,7747.7195,16482.304,7747.7195,NPU:0
MindSpore+GE,1783301391863348.61,7747.7195,16482.304,7747.7195,NPU:0
MindSpore,1783301391863567.58,7747.711,16482.304,7747.711,NPU:0
MindSpore+GE,1783301391863567.58,7747.711,16482.304,7747.711,NPU:0
MindSpore,1783301391863573.55,7747.7025,16482.304,7747.7025,NPU:0
MindSpore+GE,1783301391863573.55,7747.7025,16482.304,7747.7025,NPU:0
MindSpore,1783301391863583.36,7747.694,16482.304,7747.694,NPU:0
MindSpore+GE,1783301391863583.36,7747.694,16482.304,7747.694,NPU:0
MindSpore,1783301391863586.7,7747.6935,16482.304,7747.6935,NPU:0
MindSpore+GE,1783301391863586.7,7747.6935,16482.304,7747.6935,NPU:0
MindSpore,1783301391863681.05,7747.685,16482.304,7747.685,NPU:0
MindSpore+GE,1783301391863681.05,7747.685,16482.304,7747.685,NPU:0
MindSpore,1783301391863693.88,7747.6855,16482.304,7747.6855,NPU:0
MindSpore+GE,1783301391863693.88,7747.6855,16482.304,7747.6855,NPU:0
MindSpore,1783301391863802.58,7747.686,16482.304,7747.686,NPU:0
MindSpore+GE,1783301391863802.58,7747.686,16482.304,7747.686,NPU:0
MindSpore,1783301391863831.59,7747.6855,16482.304,7747.6855,NPU:0
MindSpore+GE,1783301391863831.59,7747.6855,16482.304,7747.6855,NPU:0
MindSpore,1783301391863844.56,7747.694,16482.304,7747.694,NPU:0
MindSpore+GE,1783301391863844.56,7747.694,16482.304,7747.694,NPU:0
MindSpore,1783301391863967.69,7747.7025,16482.304,7747.7025,NPU:0
MindSpore+GE,1783301391863967.69,7747.7025,16482.304,7747.7025,NPU:0
MindSpore,1783301391864169.44,7747.694,16482.304,7747.694,NPU:0
MindSpore+GE,1783301391864169.44,7747.694,16482.304,7747.694,NPU:0
MindSpore,1783301391864205.62,7747.7025,16482.304,7747.7025,NPU:0
MindSpore+GE,1783301391864205.62,7747.7025,16482.304,7747.7025,NPU:0
MindSpore,1783301391864429.73,7747.694,16482.304,7747.694,NPU:0
MindSpore+GE,1783301391864429.73,7747.694,16482.304,7747.694,NPU:0
MindSpore,1783301391864444.98,7747.7025,16482.304,7747.7025,NPU:0
MindSpore+GE,1783301391864444.98,7747.7025,16482.304,7747.7025,NPU:0
MindSpore,1783301391864642.54,7747.694,16482.304,7747.694,NPU:0
MindSpore+GE,1783301391864642.54,7747.694,16482.304,7747.694,NPU:0
MindSpore,1783301391864654.32,7747.7025,16482.304,7747.7025,NPU:0
MindSpore+GE,1783301391864654.32,7747.7025,16482.304,7747.7025,NPU:0
MindSpore,1783301391864836.61,7747.702,16482.304,7747.702,NPU:0
MindSpore+GE,1783301391864836.61,7747.702,16482.304,7747.702,NPU:0
MindSpore,1783301391864840.24,7747.6935,16482.304,7747.6935,NPU:0
MindSpore+GE,1783301391864840.24,7747.6935,16482.304,7747.6935,NPU:0
MindSpore,1783301391864850.3,7747.702,16482.304,7747.702,NPU:0
MindSpore+GE,1783301391864850.3,7747.702,16482.304,7747.702,NPU:0
MindSpore,1783301391865039.35,7747.6935,16482.304,7747.6935,NPU:0
MindSpore+GE,1783301391865039.35,7747.6935,16482.304,7747.6935,NPU:0
MindSpore,1783301391865043.57,7747.685,16482.304,7747.685,NPU:0
MindSpore+GE,1783301391865043.57,7747.685,16482.304,7747.685,NPU:0
MindSpore,1783301391865187.77,7747.6765,16482.304,7747.6765,NPU:0
MindSpore+GE,1783301391865187.77,7747.6765,16482.304,7747.6765,NPU:0
MindSpore,1783301391865228.35,7751.261,16482.304,7751.261,NPU:0
MindSpore+GE,1783301391865228.35,7751.261,16482.304,7751.261,NPU:0
MindSpore,1783301391865325.69,7754.8455,16482.304,7754.8455,NPU:0
MindSpore+GE,1783301391865325.69,7754.8455,16482.304,7754.8455,NPU:0
MindSpore,1783301391865628.42,7754.846,16482.304,7754.846,NPU:0
MindSpore+GE,1783301391865628.42,7754.846,16482.304,7754.846,NPU:0
MindSpore,1783301391865640.76,7754.8465,16482.304,7754.8465,NPU:0
MindSpore+GE,1783301391865640.76,7754.8465,16482.304,7754.8465,NPU:0
MindSpore,1783301391865667.98,7758.431,16482.304,7758.431,NPU:0
MindSpore+GE,1783301391865667.98,7758.431,16482.304,7758.431,NPU:0
MindSpore,1783301391865720.52,7758.4305,16482.304,7758.4305,NPU:0
MindSpore+GE,1783301391865720.52,7758.4305,16482.304,7758.4305,NPU:0
MindSpore,1783301391865908.1,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391865908.1,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391865920.37,7762.0145,16482.304,7762.0145,NPU:0
MindSpore+GE,1783301391865920.37,7762.0145,16482.304,7762.0145,NPU:0
MindSpore,1783301391866120.85,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391866120.85,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391866125.21,7754.8455,16482.304,7754.8455,NPU:0
MindSpore+GE,1783301391866125.21,7754.8455,16482.304,7754.8455,NPU:0
MindSpore,1783301391866307.93,7751.261,16482.304,7751.261,NPU:0
MindSpore+GE,1783301391866307.93,7751.261,16482.304,7751.261,NPU:0
MindSpore,1783301391866319.93,7754.8455,16482.304,7754.8455,NPU:0
MindSpore+GE,1783301391866319.93,7754.8455,16482.304,7754.8455,NPU:0
MindSpore,1783301391866427.4,7758.43,16482.304,7758.43,NPU:0
MindSpore+GE,1783301391866427.4,7758.43,16482.304,7758.43,NPU:0
MindSpore,1783301391866620.92,7762.0145,16482.304,7762.0145,NPU:0
MindSpore+GE,1783301391866620.92,7762.0145,16482.304,7762.0145,NPU:0
MindSpore,1783301391870515.15,7762.015,16482.304,7762.015,NPU:0
MindSpore+GE,1783301391870515.15,7762.015,16482.304,7762.015,NPU:0
MindSpore,1783301391870649.78,7765.5995,16482.304,7765.5995,NPU:0
MindSpore+GE,1783301391870649.78,7765.5995,16482.304,7765.5995,NPU:0
MindSpore,1783301391870905.06,7762.015,16482.304,7762.015,NPU:0
MindSpore+GE,1783301391870905.06,7762.015,16482.304,7762.015,NPU:0
MindSpore,1783301391870932.45,7758.4305,16482.304,7758.4305,NPU:0
MindSpore+GE,1783301391870932.45,7758.4305,16482.304,7758.4305,NPU:0
MindSpore,1783301391870936.81,7754.846,16482.304,7754.846,NPU:0
